created_at,tweet_id,text,name,screen_name,language,lat,long
6/2/2018 15:20,1.00E+18,"Trail maintenance on the Bear Hair Gap trail.  #hiking. @52hikechallenge (@ Bear Hair Gap Trail in Blairsville, GA) https://t.co/LO7q17JuCn",Richard,dervari,en,34.76250487,-83.9383242
6/2/2018 15:09,1.00E+18,Check out our #listing in #Kerrville #TX  #realestate #realtor https://t.co/5XBUzYgM96 https://t.co/mbMCUhMFwR,Century 21 The Hills,C21Kerrville,en,30.108472,-99.194585
6/2/2018 15:00,1.00E+18,"One Bronx Festival, Jun 17 2018 https://t.co/Jt5Rs1MkgG #Festival #South_Bronx_Culture_Trail",Casita Maria,casitamariabx,en,40.8161041,-73.9175954
6/2/2018 14:52,1.00E+18,"Rescue (elevator) [Scarborough]
Kingston Road
b/w C North R / Highland Creek Trail
Dispatched: 02/06/18 @ 10:43 EDT… https://t.co/aVD4fE8Afj",Toronto Fire East,tofireE,en,43.6805406,-79.2870679
6/2/2018 14:52,1.00E+18,"Rescue (elevator) [Scarborough]
Kingston Road
b/w C North R / Highland Creek Trail
Dispatched: 02/06/18 @ 10:43 EDT… https://t.co/sEtWyGljIX",Toronto Fire,tofire,en,43.6805406,-79.2870679
6/2/2018 14:25,1.00E+18,"#3 Widgeon Cove Trail #NationalTrailsDay #harpswellhikingchallenge (@ North Harpswell in Harpswell, ME)… https://t.co/f0tEeuy8OD",Leslie Walstrom,lwalstrom,en,43.77664099,-70.01555094
6/2/2018 14:22,1.00E+18,"Water Problem [East York]
Goodwood Park Crt
b/w Hepc / Dentonia Park Trail
Dispatched: 02/06/18 @ 10:13 EDT
[Stn: 2… https://t.co/Xxf6Ym3WtH",Toronto Fire East,tofireE,en,43.6950828,-79.29587
6/2/2018 14:22,1.00E+18,"Water Problem [East York]
Goodwood Park Crt
b/w Hepc / Dentonia Park Trail
Dispatched: 02/06/18 @ 10:13 EDT
[Stn: 2… https://t.co/GC7k4i7Czu",Toronto Fire,tofire,en,43.6950828,-79.29587
6/2/2018 14:13,1.00E+18,"I'm at Patuxent Branch Trail in Columbia, MD https://t.co/Cjnrjby6eR",Chris Tucker,chtucker18,en,39.16566452,-76.84105593
6/2/2018 14:12,1.00E+18,"$1,000,000 3407 E Equestrian Trail, #Phoenix, #AZ - Located in the prestigious Ahwatukee Custom Estates in the Foot… https://t.co/E1jIEaT1bj",Real Estate Tech,pinputlistings,en,33.336261,-112.010907
6/2/2018 14:09,1.00E+18,We are looking for a buyer on 1721 Wood Trail #OxfordTwp #MI  #realestate https://t.co/ieYWGJnBIT https://t.co/lBgg7rgJHa,Brookview Realty,BrookviewRealty,en,42.801334,-83.276202
6/2/2018 14:01,1.00E+18,"Get out and get active, today is National Trail Day!!! Find a trail and take a hike! Where is your favorite trail?… https://t.co/eD4x6JWBQC",Strive 24,strive24fs,en,29.6342674,-98.9436278
6/2/2018 13:46,1.00E+18,Clearly I am a terrible bike mechanic. My gears are worse now than before I adjusted them. (@ DCTA Rail Trail - Sou… https://t.co/hHVQ3QtgmK,Kenneth Kacey Close,KaceyDoesStuff,en,33.13007456,-97.03930829
6/2/2018 13:41,1.00E+18,"I'm at Constitution Trail in Bloomington, IL https://t.co/FJQVtwxC2L https://t.co/TvqajvOLnu",Adam Franklin,radstarr,en,40.5030943,-88.98257651
6/2/2018 13:21,1.00E+18,"Switching things up. Saturday run, straight ahead. (@ Lackawanna River Heritage Trail in Scranton, PA) https://t.co/dFArfcgPCn",Cathy DeGiosio,cathyde,en,41.4159849,-75.66459781
6/2/2018 13:17,1.00E+18,"I'm at Mission Hike And Bike Trail in Mission, TX https://t.co/E6U2eNNq3l",Ivan Silva,candelwish,en,26.19263988,-98.33017775
6/2/2018 13:16,1.00E+18,"Morning trail jog/walk (@ Pike Lake State Park in Hartford, WI) https://t.co/smTmwHYYBv",Trixie Fox,TrixieFox_WI,en,43.30872654,-88.32279446
6/2/2018 13:08,1.00E+18,"At 6:26 PM, 1 W North Augusta [Aiken Co, SC] NWS EMPLOYEE reports TSTM WND DMG. NWS COLUMBIA METEOROLOGIST REPORTED… https://t.co/uIWZrlAVmP",IEMBot CAE,iembot_cae,en,33.52,-81.98
6/2/2018 13:08,1.00E+18,"At 6:26 PM, 1 W North Augusta [Aiken Co, SC] NWS EMPLOYEE reports TSTM WND DMG. NWS COLUMBIA METEOROLOGIST REPORTED… https://t.co/EdtJnEOXRd",Midlands Weather,Midlands_Wx,en,33.52,-81.98
6/2/2018 9:16,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Old Weston Road
b/w Townsley Street / S.a.d.r.a. Park Trail
Dispatched: 02/… https://t.co/lr9QDfY3oV",Toronto Fire West,tofireW,en,43.6740294,-79.463168
6/2/2018 9:16,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Old Weston Road
b/w Townsley Street / S.a.d.r.a. Park Trail
Dispatched: 02/… https://t.co/v1XsfP15Qp",Toronto Fire,tofire,en,43.6740294,-79.463168
6/2/2018 6:03,1.00E+18,1 Rose-breasted Grosbeak (Pheucticus ludovicianus) - Peters Canyon Trail - 2018-06-01 07:05 https://t.co/hEWdFrLZBF,NotableBirdsCA,NotableBirdsCA,en,33.766377,-117.768836
6/2/2018 5:32,1.00E+18,"Fire (residential) [Scarborough]
Pennyhill Drive
b/w Jacob Fisher Drive / Hupfield Park Trail
Dispatched: 02/06/18… https://t.co/NVEgmE0zLs",Toronto Fire East,tofireE,en,43.8127556,-79.2169698
6/2/2018 5:32,1.00E+18,"Fire (residential) [Scarborough]
Pennyhill Drive
b/w Jacob Fisher Drive / Hupfield Park Trail
Dispatched: 02/06/18… https://t.co/K5l5492cdn",Toronto Fire,tofire,en,43.8127556,-79.2169698
6/2/2018 4:17,1.00E+18,"I'm at Banff Trail (C-Train) - @calgarytransit in Calgary, AB https://t.co/2xzDyf7AL3",Matthew B.,MattBInYYC,en,51.0706886,-114.1155911
6/2/2018 3:55,1.00E+18,Opened Report Concern Not Listed request via android at 4411 BOW TR SW https://t.co/mGmoWQgNLQ. 4411a bow trail sw… https://t.co/YtVBMSZSkU,311 Calgary,311calgary,en,51.047678,-114.15016
6/2/2018 3:24,1.00E+18,Drinking a Trail Hazer by @backwoodsbrewco at @henrystavern — https://t.co/aaoknh2wo0 #photo,Tim,TCB17,en,45.5233,-122.683
6/2/2018 3:24,1.00E+18,"$689,000 5806 E Sierra Sunset Trail, #Cave Creek, #AZ - Beautiful Cave Creek home with amazing views in gated Commu… https://t.co/8oCgqc0OJ8",Real Estate Tech,pinputlistings,en,33.778956,-111.95784
6/2/2018 2:42,1.00E+18,Drinking a Trail Beer by @10BarrelBrewing @ Wenatchee Golf &amp; Country Club — https://t.co/PmtJPOuSWY #photo,Steven Wood,stevencwood,en,47.4305,-120.288
6/2/2018 2:42,1.00E+18,"Fire (grass/rubbish) [Toronto]
Nursewood Road
b/w Balmy Beach Park Trail / Queen St East
Dispatched: 01/06/18 @ 22:… https://t.co/LxcKpLpce9",Toronto Fire East,tofireE,en,43.6730596,-79.2808576
6/2/2018 2:42,1.00E+18,"Fire (grass/rubbish) [Toronto]
Nursewood Road
b/w Balmy Beach Park Trail / Queen St East
Dispatched: 01/06/18 @ 22:… https://t.co/q8CSEWYNsD",Toronto Fire,tofire,en,43.6730596,-79.2808576
6/2/2018 1:40,1.00E+18,"$460,000 7499 E Cliff Rose Trail, #Gold Canyon, #AZ - Amazing views await you in this beautiful Toll Brothers home… https://t.co/2X6IqHeKZb",Real Estate Tech,pinputlistings,en,33.37393,-111.464644
6/2/2018 1:22,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Charles Street
b/w George Hislop Park Trail / Macy Dubois Lane
Dispatched:… https://t.co/dPqkgn2chW",Toronto Fire South,tofireS,en,43.6692873,-79.38303
6/2/2018 1:22,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Charles Street
b/w George Hislop Park Trail / Macy Dubois Lane
Dispatched:… https://t.co/dQnCuh8oYc",Toronto Fire,tofire,en,43.6692873,-79.38303
6/2/2018 1:11,1.00E+18,Drinking a War Hammer Imperial IPA by @4handsbrewery @ Indian Creek Trail 18 Mile Marker — https://t.co/BErFE6RUGV,Gary Berard,MainsBerard,en,38.8457,-94.791
6/2/2018 1:10,1.00E+18,"I'm at Mission Hike And Bike Trail in Mission, TX https://t.co/iHDTiBLfVP https://t.co/07UO01la9K",Luis Alaniz,luisrocks,en,26.19263988,-98.33017775
6/2/2018 0:34,1.00E+18,"Severe Thunderstorm Warning continues for Charlotte NC, Indian Trail NC, Monroe NC until 9:15 PM EDT https://t.co/v5M8EJbVZ1",NWS Severe Tstorm,NWSSevereTstorm,en,35.05069288,-80.68460518
6/2/2018 0:29,1.00E+18,ping pong ball sized hail @ Trail City SD - 212.8mi SW of Fargo ND https://t.co/txY6NwPGOs,Interactive Hail Map,ihailmaps,en,45.47,-100.73
6/2/2018 0:29,1.00E+18,See a virtual tour of our listing on 8150 Stardust Trl Trail #Flagstaff #AZ  #realestate https://t.co/VH0mX2KuiG https://t.co/Lc6bFP6Eth,RE/MAX Fine Properties,remaxfineprop,en,35.2572022,-111.5059427
6/2/2018 0:25,1.00E+18,See a virtual tour of my listing on 3745 E SEQUOIA Trail #Phoenix #AZ  #realestate https://t.co/NvxAD2w8OS https://t.co/dEOOs13uAi,Randy Stopher,ListWithRandy,en,33.334474,-112.001902
6/2/2018 0:23,1.00E+18,Accident cleared in #Austin on Panther Trail at S Lamar Blvd #ATXtraffic https://t.co/8laei8iLor,Total Traffic Austin,TotalTrafficAUS,en,30.23857,-97.78942
6/2/2018 0:21,1.00E+18,"🍻🍻🍻 (@ Fox River Parkway Trail in Waukesha, WI) https://t.co/CHTNaVYrbq",Emily Jean Nass 🤘🏼,emily_nass,en,42.96731632,-88.26825236
6/2/2018 0:17,1.00E+18,"Severe Thunderstorm Warning including Charlotte NC, Indian Trail NC, Monroe NC until 9:15 PM EDT https://t.co/xQ2xNCZ2wJ",NWS Severe Tstorm,NWSSevereTstorm,en,35.06145675,-80.70666441
6/2/2018 0:17,1.00E+18,"At 6:30 PM, Trail City [Corson Co, SD] PUBLIC reports HAIL of ping pong ball size (M1.50 INCH) https://t.co/PgxsA0hvgV",IEMBot ABR,iembot_abr,en,45.47,-100.73
6/2/2018 0:03,1.00E+18,See a virtual tour of one of our newest #listings 1775 Grouse Trail #Donnelly #ID  https://t.co/4SnUyG1pCZ https://t.co/gG7MtWhwuS,GroupOne SIR,GroupOne_Realty,en,44.71011646,-116.1087215
6/1/2018 23:36,1.00E+18,ping pong ball sized hail @ Trail City SD - 220.4mi SW of Fargo ND https://t.co/txY6NwPGOs,Interactive Hail Map,ihailmaps,en,45.49,-100.92
6/1/2018 23:21,1.00E+18,Accident in #Austin on Panther Trail at S Lamar Blvd #ATXtraffic https://t.co/8laei8iLor,Total Traffic Austin,TotalTrafficAUS,en,30.23857,-97.78942
6/1/2018 23:16,1.00E+18,Drinking a Lemon Trail by @exilebrewingco @ Ray's Beer Garden — https://t.co/rxPcDlxZMV #photo,Ray White,WhiteTrashBrew,en,35.7456,-78.6966
6/1/2018 23:06,1.00E+18,Check out my #listing in #SanAntonio #TX  #realestate #realtor https://t.co/nCcDz8rICj https://t.co/96BmzsEZ3N,SA Realty,sarealtywatch,en,29.4658724,-98.7278346
6/1/2018 23:05,1.00E+18,I am looking for a buyer on TAMIAMI TRAIL NORTH #OtherCityValue-OutOfArea #FL  #realestate https://t.co/vjgNhKa6lh https://t.co/8WTCPoq7bt,Scott Lehr,ScottLehrRealty,en,26.132433,-81.7951054
6/1/2018 22:48,1.00E+18,Drinking a Summer Pils by @saintarnold @ Panther Trail — https://t.co/ZWSzJse8ed,aggiebeerguy,aggiebeerguy,en,30.1556,-95.4725
6/1/2018 22:26,1.00E+18,"Check Call [Scarborough]
Glen Everest Road
b/w Rosetta Mcclain Gardens Trail / Wynnview Crt
Dispatched: 01/06/18 @… https://t.co/ViHiBcBeWD",Toronto Fire East,tofireE,en,43.6979762,-79.2559516
6/1/2018 22:26,1.00E+18,"Check Call [Scarborough]
Glen Everest Road
b/w Rosetta Mcclain Gardens Trail / Wynnview Crt
Dispatched: 01/06/18 @… https://t.co/cnP43C11oh",Toronto Fire,tofire,en,43.6979762,-79.2559516
6/1/2018 22:00,1.00E+18,Drinking a Long Trail Ale by @LongTrailBeer at @thelocalnewton — https://t.co/dSY2GxChef,Gary Williams,GaryCWilliams,en,42.3484,-71.2299
6/1/2018 21:56,1.00E+18,I'm at ATV Riding Trail https://t.co/BB5SMU7Epn,Andres Rogelio Vega,andresv24210,en,35.77891644,-88.25240443
6/1/2018 21:19,1.00E+18,I am looking for a buyer on 2515 Arabian Trail #OrmondBeach #FL  #realestate https://t.co/WdcABVxPjn https://t.co/tYbBe9jPqU,Jean Ivis,jeanmivis,en,29.286743,-81.149712
6/1/2018 21:08,1.00E+18,Check out our newest listing in #AnnArbor! Tell us what you think!  #realestate https://t.co/LzfLbMAy6t https://t.co/SFTC6UbFm8,RE/MAX CLASSIC of Mi,remaxclassicmi,en,42.362516,-83.663734
6/1/2018 20:57,1.00E+18,"Slow traffic in #Raleigh on I-440 EB between Lk Boone Trail - Exit 5 and Six Forks Rd - Exit 8, accident at Six Forks Rd - Exit 8 #traffic",Raleigh Traffic,TotalTrafficRDU,en,35.81548,-78.6906
6/1/2018 20:55,1.00E+18,Toni Manchester would love to show you the #listing at 266 Gallup Trail #Kerrville #TX  ... https://t.co/86cY2EpCOt https://t.co/NId7LhMKJ9,Century 21 The Hills,C21Kerrville,en,30.0574088,-99.1881963
6/1/2018 19:42,1.00E+18,Accident in #ConewagoTwp on Susquehanna Trail Both NB/SB at Cloverleaf Rd #traffic https://t.co/FBhe2icdZQ,TTWN Harrisburg,TotalTrafficMDT,en,40.08088,-76.76624
6/1/2018 19:32,1.00E+18,"$549,800 5517 E Lonesome Trail, #Cave Creek, #AZ - Beautiful 3,600+ sq ft home on large corner lot. This home has t… https://t.co/Ek47QsDGw6",Real Estate Tech,pinputlistings,en,33.779286,-111.96265
6/1/2018 19:30,1.00E+18,"I'm at Constitution Trail in Bloomington, IL https://t.co/dLSU6LmtA6 https://t.co/MjaMEfiBqN",Adam Franklin,radstarr,en,40.5030943,-88.98257651
6/1/2018 19:08,1.00E+18,"$496,500 712 E Tanya Trail, #Phoenix, #AZ - Located in North Phoenix, this 3,096 SQ FT corner lot home features a 3… https://t.co/VhLNv5unib",Real Estate Tech,pinputlistings,en,33.840232,-112.06403
6/1/2018 18:52,1.00E+18,"Alarm (residential) [Scarborough]
Crocus Drive
b/w Crocus Park Trail / Carthage Avenue
Dispatched: 01/06/18 @ 14:45… https://t.co/C2nvX7kmy0",Toronto Fire East,tofireE,en,43.7650435,-79.3066562
6/1/2018 18:52,1.00E+18,"Alarm (residential) [Scarborough]
Crocus Drive
b/w Crocus Park Trail / Carthage Avenue
Dispatched: 01/06/18 @ 14:45… https://t.co/r4yDlMPHVd",Toronto Fire,tofire,en,43.7650435,-79.3066562
6/1/2018 18:22,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Yukon Pl
b/w Alberta Crcl / Martin Goodman Trail
Dispatched: 01/06/18 @ 14:… https://t.co/l9mF0KLRjI",Toronto Fire South,tofireS,en,43.6314238,-79.4271862
6/1/2018 18:22,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Yukon Pl
b/w Alberta Crcl / Martin Goodman Trail
Dispatched: 01/06/18 @ 14:… https://t.co/qSUuM8YtAT",Toronto Fire,tofire,en,43.6314238,-79.4271862
6/1/2018 17:48,1.00E+18,😂😂😂😂😂😂😂😂😂RT @ConanOBrien: I can’t tell you how much I’ve enjoyed hikin​g the Appalachian Trail these past 22 days with Melania Trump.,Ana♡,liKAGg,en,32.97297297,-117.1165155
6/1/2018 17:24,1.00E+18,"$699,999 6848 E Burnside Trail, #Scottsdale, #AZ - Breathe in all the style &amp; charisma this spacious home offers. S… https://t.co/ZZ2bg7Ha48",Real Estate Tech,pinputlistings,en,33.778471,-111.933141
6/1/2018 17:18,1.00E+18,"Check Call [East York]
Lumsden Avenue
b/w Taylor Creek Trail / Eastdale Avenue
Dispatched: 01/06/18 @ 13:10 EDT
[St… https://t.co/zEtqm5X3JN",Toronto Fire East,tofireE,en,43.6951732,-79.3033451
6/1/2018 17:18,1.00E+18,"Check Call [East York]
Lumsden Avenue
b/w Taylor Creek Trail / Eastdale Avenue
Dispatched: 01/06/18 @ 13:10 EDT
[St… https://t.co/exlDvgUOeq",Toronto Fire,tofire,en,43.6951732,-79.3033451
6/1/2018 17:11,1.00E+18,"I'm at Trail Tavern in Sandusky, OH https://t.co/3yXeNxIpJT",Tony Mihalic,TonyPMihalic,en,41.48249099,-82.68931331
6/1/2018 17:04,1.00E+18,"I'm at Frontier Trail in Sandusky, OH https://t.co/Aks7nXif68",Tony Mihalic,TonyPMihalic,en,41.48317283,-82.69064412
6/1/2018 16:54,1.00E+18,Drinking a Lemon Trail by @exilebrewingco @ Iowa Taproom — https://t.co/8jr7A2LRyc,Robert Kopp,Kopp78,en,41.5877,-93.6131
6/1/2018 15:22,1.00E+18,I would love to show you my #listing at 2239 Deer Cove Trail #Kingwood #TX  #realestate https://t.co/Vmll0XqQMy https://t.co/UWpGB9aGQR,KW Showcase Homes,kwshowcasehomes,en,30.0337964,-95.2192864
6/1/2018 15:22,1.00E+18,I would love to show you my #listing at Lot 7 Outback Ridge Trail #Jasper #GA  #realestate https://t.co/Ha3t9iz1Ll https://t.co/JyKYVEyEnR,Jim Hulsey,jimhulsey,en,34.5350331,-84.4403284
6/1/2018 15:11,1.00E+18,"Join the TJX Companies, Inc. team! See our latest #job opening here: https://t.co/WqLMiJCT2a #Retail #Calgary, AB #Hiring #CareerArc",TMJ-CAL Retail Jobs,tmj_cal_retail,en,51.0486151,-114.0708459
6/1/2018 15:09,1.00E+18,"Good morning!however 🐻 🐻 on the trail 😳 (@ Shanahan Ridge Trail in Boulder, CO) https://t.co/Jth6Thpnsi https://t.co/1Rd6fAtDlw",Cheryl Fellows,cheryl303,en,39.96527564,-105.2862469
6/1/2018 15:00,1.00E+18,"15th Annual Fish Parade &amp; Summer Festival, Jun 16 2018 https://t.co/9SWXMoV5h2 #Festival #Parade #South_Bronx_Culture_Trail",Casita Maria,casitamariabx,en,40.8055893,-73.8882407
6/1/2018 14:30,1.00E+18,Opened Street Cleaning request via iphone at 6294 COACH HILL RD SW https://t.co/1vf7MDXhKE. It appears the intersec… https://t.co/Jcwq6Ylnf8,311 Calgary,311calgary,en,51.05665235,-114.1779112
6/1/2018 13:52,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Saskatchewan Road
b/w Martin Goodman Trail / British Columbia Road
Dispatch… https://t.co/HVufS1VGev",Toronto Fire South,tofireS,en,43.632893,-79.4237057
6/1/2018 13:52,1.00E+18,"Alarm (commercial/industrial) [Toronto]
Saskatchewan Road
b/w Martin Goodman Trail / British Columbia Road
Dispatch… https://t.co/TJZxfENoBr",Toronto Fire,tofire,en,43.632893,-79.4237057
6/1/2018 13:52,1.00E+18,"Alarm (commercial/industrial) [North York]
Norfinch Drive
b/w Finch Corridor Trail / Steeles Avenue West
Dispatched… https://t.co/tiDFMXVmU8",Toronto Fire North,tofireN,en,43.7587907,-79.5288123
6/1/2018 13:52,1.00E+18,"Alarm (commercial/industrial) [North York]
Norfinch Drive
b/w Finch Corridor Trail / Steeles Avenue West
Dispatched… https://t.co/M3LmxXIYbZ",Toronto Fire,tofire,en,43.7587907,-79.5288123
6/1/2018 13:14,1.00E+18,"Overturned vehicle, right lane blocked in #Grapevine on 114 WB between Texan Trail, stop and go traffic back to 121, delay of 4 mins",Total Traffic DFW,TotalTrafficDFW,en,32.92327,-97.06128
6/1/2018 13:03,1.00E+18,"Overturned vehicle, right lane blocked in #Grapevine on 114 WB between Texan Trail #DFWTraffic https://t.co/4NzBppXRvr",Total Traffic DFW,TotalTrafficDFW,en,32.92327,-97.06128
6/1/2018 12:52,1.00E+18,"Running in Chicago (@ Chicago Lakefront Trail in Chicago, IL) https://t.co/CNCB6PXQnW https://t.co/oAn2b1i3va",James Brown,ibjhb,en,41.90436916,-87.62403488
6/1/2018 12:49,1.00E+18,I'm at Walking Trail at Saint Joseph in KY https://t.co/debDDmtWuP,Jessica the Fae,Fae_Lynne,en,37.11633021,-84.1091519
6/1/2018 12:31,1.00E+18,"I'm at Lady Bird Lake Trail - @visitaustintx in Austin, TX https://t.co/pczk2JFhT5",Jason Zamora,Txjeeper35,en,30.27441231,-97.76937246
6/1/2018 12:22,1.00E+18,"Fire (highrise Commercial) [Old Toronto]
College Street @ Queen's Park Trail
Dispatched: 01/06/18 @ 08:16 EDT
[Stn:… https://t.co/rELFR0fdGE",Toronto Fire South,tofireS,en,43.659884,-79.390349
6/1/2018 12:22,1.00E+18,"Fire (highrise Commercial) [Old Toronto]
College Street @ Queen's Park Trail
Dispatched: 01/06/18 @ 08:16 EDT
[Stn:… https://t.co/TzBjDCb7OA",Toronto Fire,tofire,en,43.659884,-79.390349
6/1/2018 12:13,1.00E+18,"I was at Trail of Tears Rest Area - Southbound in Anna, IL https://t.co/nusFVlIi6s",Lyoness 🦁,PSCGrad2015,en,37.47019156,-89.13262853
6/1/2018 11:13,1.00E+18,Quite a bit of turtle nesting in the K&amp;P Trail at the Road 38 crossing north of Verona please take care of  the tur… https://t.co/TFrekoa3ck,Richard Allen,RchrdAlln,en,44.496495,-76.68907167
6/1/2018 10:36,1.00E+18,"Alarm (commercial/industrial) [North York]
Bathurst Street
b/w Mcallister Road / Earl Bales Park Trail
Dispatched:… https://t.co/rntstogIiX",Toronto Fire North,tofireN,en,43.7534431,-79.4378966
6/1/2018 10:36,1.00E+18,"Alarm (commercial/industrial) [North York]
Bathurst Street
b/w Mcallister Road / Earl Bales Park Trail
Dispatched:… https://t.co/lGhPwqJwrP",Toronto Fire,tofire,en,43.7534431,-79.4378966
6/1/2018 9:58,1.00E+18,"Early run with Run4FunBHM (@ Mtn Brook Running Trail in Birmingham, AL) https://t.co/YDZpmh3DR1",Randy Lyle,rlyle0951,en,33.47535821,-86.7643658
6/1/2018 5:16,1.00E+18,"$1,249,000 9533 E Covey Trail, #Scottsdale, #AZ - No listing description #ARIZONA #realEstate… https://t.co/aLx66MFuvA",Real Estate Tech,pinputlistings,en,33.837843,-111.875081
6/1/2018 4:01,1.00E+18,"TEAMWORK is the spirit that bonds us. We work together respectfully and harmoniously, sharing enthusiasm for achiev… https://t.co/llHPR8TTjq",Traditions Spirits,Trad_Spirits,en,34.5845555,-97.9670338
6/1/2018 3:31,1.00E+18,Nice take on a hefeweizen. Light and crisp with a pleasant sweet yeasty banana and clove body. - Drinking a Trail A… https://t.co/7CwvJOmpKg,David Howard,StuckInShanghai,en,41.6664,-81.34
6/1/2018 3:30,1.00E+18,Road construction. two right lanes closed in #Grapevine on 114 EB at Texan Trail #DFWTraffic https://t.co/4NzBppXRvr,Total Traffic DFW,TotalTrafficDFW,en,32.92327,-97.06128
6/1/2018 3:30,1.00E+18,Road construction. two right lanes closed in #Grapevine on 114 WB at Texan Trail #DFWTraffic https://t.co/4NzBppXRvr,Total Traffic DFW,TotalTrafficDFW,en,32.92327,-97.06128
6/1/2018 3:22,1.00E+18,"Alarm (institution School) [Etobicoke]
Humberwood Boulevard
b/w Pinecone Drive / West Humber Trail
Dispatched: 31/0… https://t.co/gtKBSU2pMn",Toronto Fire West,tofireW,en,43.7286965,-79.620315
6/1/2018 3:22,1.00E+18,"Alarm (institution School) [Etobicoke]
Humberwood Boulevard
b/w Pinecone Drive / West Humber Trail
Dispatched: 31/0… https://t.co/NLsHBk2nMF",Toronto Fire,tofire,en,43.7286965,-79.620315
6/1/2018 2:42,1.00E+18,"Alarm Highrise (commercial Downtown) [Toronto]
Wellington Street
b/w Victoria Memorial Square Park Trail / Lane Eas… https://t.co/fTtWMQ4oc9",Toronto Fire South,tofireS,en,43.6425791,-79.4001172
6/1/2018 2:42,1.00E+18,"Alarm Highrise (commercial Downtown) [Toronto]
Wellington Street
b/w Victoria Memorial Square Park Trail / Lane Eas… https://t.co/TBm8xtyusJ",Toronto Fire,tofire,en,43.6425791,-79.4001172
6/1/2018 2:20,1.00E+18,"$595,000 9816 W Jasmine Trail, #Peoria, #AZ - DON'T JUDGE A HOME JUST BY ITS LOOKS! You have seen the competition.… https://t.co/30hurrzoxs",Real Estate Tech,pinputlistings,en,33.726686,-112.271619
6/1/2018 1:36,1.00E+18,"Alarm (highrise Residential) [Etobicoke]
Lake Shore Boulevard
b/w Humber Bay Park East Trail / Mimico Creek
Dispatc… https://t.co/v2SCXlJE30",Toronto Fire West,tofireW,en,43.6209803,-79.4827235
6/1/2018 1:36,1.00E+18,"Alarm (highrise Residential) [Etobicoke]
Lake Shore Boulevard
b/w Humber Bay Park East Trail / Mimico Creek
Dispatc… https://t.co/6dD16H9VN8",Toronto Fire,tofire,en,43.6209803,-79.4827235
6/1/2018 1:32,1.00E+18,We are looking for a buyer on 9405 Hashknife Trail #Flagstaff #AZ  #realestate https://t.co/h4r1IilYtt https://t.co/qIvE2Pk98a,RE/MAX Fine Properties,remaxfineprop,en,35.251191,-111.752459
6/1/2018 0:44,1.00E+18,"$1,250,000 5135 E Tomahawk Trail, #Paradise Valley, #AZ - This south-facing acre lot is located on a prime corner i… https://t.co/tZEUh76dhW",Real Estate Tech,pinputlistings,en,33.564177,-111.969686
6/1/2018 0:04,1.00E+18,"$396,869 10266 W Fetlock Trail, #Peoria, #AZ - New home ready in August 2018! Great open floor plan with 4 bedrooms… https://t.co/jhmWoUWP8o",Real Estate Tech,pinputlistings,en,33.732176,-112.281493
5/31/2018 23:58,1.00E+18,First stop Cusco! Enroute to Choquequiro then Machu Piccu via Inca trail | Find me with inReach➜https://t.co/38nzDAO26Y,Simplify🌴,jw_oliver,en,32.89823771,-97.03519821
5/31/2018 23:40,1.00E+18,"$659,900 4123 E Burnside Trail, #Cave Creek, #AZ - CAVE CREEK OASIS! Retreat to your new home that is nestled in Be… https://t.co/kl39PoYioh",Real Estate Tech,pinputlistings,en,33.777697,-111.992056
5/31/2018 23:26,1.00E+18,Yummy smooth flavor. - Drinking a Sunday Morning Stout (2018) by @weyerbacher @ La Chua Trail &amp; Alachua Sink  —… https://t.co/ePzfBFlrvy,Barrie Corp,barriecorp,en,29.6092,-82.3042
5/31/2018 23:03,1.00E+18,Shhh... Leigh Art Trail Secret Auction Preview  https://t.co/0j9oWCZx07  #LeighOnSea #Art #LeighArtTrail,The Leigh Art Trail,leigharttrail,en,40.7207559,-74.0007613
5/31/2018 22:51,1.00E+18,"https://t.co/dWtz6qjFG8 This portion of the trail is done.  10% of the PCT complete 93 miles done.
Trek On!
#Trek4PTSD",Trek4PTSD,PtsdTrek4,en,34.29058,-116.80252
5/31/2018 22:42,1.00E+18,"Alarm (highrise Residential) [East York]
Thorncliffe Park Drive
b/w West Don River Trail / West Don River Trail
Dis… https://t.co/4EwyooVoll",Toronto Fire South,tofireS,en,43.7043406,-79.3318535
5/31/2018 22:42,1.00E+18,"Alarm (highrise Residential) [East York]
Thorncliffe Park Drive
b/w West Don River Trail / West Don River Trail
Dis… https://t.co/5JyrrIkVx3",Toronto Fire,tofire,en,43.7043406,-79.3318535
5/31/2018 22:34,1.00E+18,"1 inch #hail near Polkville, NC TRAINED SPOTTER REPORTED QUARTER (1.00 IN) SIZE HAIL ON WEST STAGECOACH TRAIL. (GSP)https://t.co/79xGzGoPIE",StormerSite.com,StormerSite,en,35.42,-81.59
5/31/2018 22:29,1.00E+18,Closed Long Grass - In a Park request at Blackfoot Trail SE Southeast Calgary Calgary https://t.co/UM7DgeZ1JD. https://t.co/t8KSkut2hX,311 Calgary,311calgary,en,51.0016946,-114.0486552
